  |  *id*  |  *Experimentid*  |  *description*  |  *Notes*  |  *T_Completeness*  |  *S_Completeness*  |  *Completeness*  |  *T_Correctness*  |  *S_Correctness*  |  *Correctness*  |  *Variation*  |  *Transport*  |  *Supply*  |  *ProjectSupply*  |  *type*  |  *status*  |  *gls*  |  *logging*  |  *finished*  |  *Experiment Started*  |  *Oplan*  |  *GLS*  |  *Final Planning Complete*  |  *Log Started*  |
  |  244  |  JTG-Security-4-B-1of1 <span class="Folder">JTG-Security-4-B-1of1_03-01-24_21</span>   |  Message Access Control Fri Jan 24 21:32:52 Eastern Standard Time 2003  |  <span id="Successful"> <bold>Successful Security 4-B run</bold></span>  |  &nbsp;  |  &nbsp;  |  93.45145  |  &nbsp;  |  &nbsp;  |  100.00000  |  99.4826029585388  |  2388  |  &nbsp;  |  8680  |  base  |  100  |  132  |  132  |  132  |  2003-01-24_21:32:52  |  0:25:07  |  0:29:07  |  &nbsp;  |  2003-01-25_05:38:47  |  
  |  245  |  JTG-Security-5-A-1of2 <span class="Folder">JTG-Security-5-A-1of2_03-01-25_01</span>   |  Unsigend jar files Sat Jan 25 01:04:41 Eastern Standard Time 2003  |  <span id="Successful"> <bold>Successful Security 5-A 1of2 run</bold> Could not detect unsigned bootstrap.jar.</span>  |  &nbsp;  |  &nbsp;  |  99.99026  |  &nbsp;  |  &nbsp;  |  100.00000  |  99.0036672832895  |  2388  |  &nbsp;  |  8679  |  base  |  100  |  132  |  132  |  132  |  2003-01-25_01:04:41  |  0:28:27  |  0:36:23  |  &nbsp;  |  2003-01-25_08:02:51  |  
  |  246  |  JTG-Security-5-A-2of2 <span class="Folder">JTG-Security-5-A-2of2_03-01-25_03</span>   |  Unsigend jar files Sat Jan 25 03:28:49 Eastern Standard Time 2003  |  <span id="Successful"> <bold>Successful Security 5-A 2of2 run</bold> Unsigned CnCcalc.jar</span>  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  aborted  |  100  |  0  |  0  |  0  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  0  |  
  |  247  |  JTG-Security-5-B-1of2 <span class="Folder">JTG-Security-5-B-1of2_03-01-25_06</span>   |  Selfsigned jar files Sat Jan 25 06:09:10 Eastern Standard Time 2003  |  <span id="Failed"> Error in script, Could not copy selfsigned bootstrap.jar and restore backup of bootstarp.jar.</span>  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  aborted  |  55  |  0  |  0  |  0  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  0  |  
  |  248  |  JTG-Security-5-B-2of2 <span class="Folder">JTG-Security-5-B-2of2_03-01-25_07</span>   |  Selfsigned jar files Sat Jan 25 07:48:08 Eastern Standard Time 2003  |  <span id="Failed"> Due to bootstarp.jar was not restored by previous run.</span>  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  aborted  |  55  |  0  |  0  |  0  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  0  |  
  |  249  |  JTG-Security-8-A-1of1 <span class="Folder">JTG-Security-8-A-1of1_03-01-25_09</span>   |  Message Without Signature Sat Jan 25 09:27:32 Eastern Standard Time 2003  |  <span id="Failed"> Due to bootstarp.jar was not restored by previous run.</span>  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  aborted  |  55  |  0  |  0  |  0  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  0  |  
  |  250  |  JTG-Security-8-B-1of1 <span class="Folder">JTG-Security-8-B-1of1_03-01-25_10</span>   |  Message Without Signature Sat Jan 25 10:21:43 Eastern Standard Time 2003  |   status:  Due to bootstarp.jar was not restored by previous run.  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  aborted  |  55  |  0  |  0  |  0  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  0  |  
  |  251  |  JTG-Security-3-A-1of1 <span class="Folder">JTG-Security-3-A-1of1_03-01-25_12</span>   |  Message Access Control Sat Jan 25 12:01:59 Eastern Standard Time 2003  |  <span id="Failed"> Due to bootstarp.jar was not restored by previous run.</span>  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  aborted  |  55  |  0  |  0  |  0  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  0  |  
  |  252  |  JTG-Security-3-B-1of1 <span class="Folder">JTG-Security-3-B-1of1_03-01-25_13</span>   |  Message Access Control Sat Jan 25 13:41:28 Eastern Standard Time 2003  |  <span id="Failed"> Due to bootstarp.jar was not restored by previous run.</span>  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  aborted  |  55  |  0  |  0  |  0  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  0  |  
  |  253  |  JTG-Security-3-C-1of1 <span class="Folder">JTG-Security-3-C-1of1_03-01-25_15</span>   |  Threat Level Increase Sat Jan 25 15:20:57 Eastern Standard Time 2003  |  <span id="Ignored"> Due to bootstarp.jar was not restored by previous run.</span>  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  aborted  |  55  |  0  |  0  |  0  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  0  |  
  |  254  |  JTG-Security-3-C-1of1 <span class="Folder">JTG-Security-3-C-1of1_03-01-27_18</span>   |  Threat Level Increase Mon Jan 27 18:03:37 Eastern Standard Time 2003  |  <span id="Successful"> <bold>Successful Security 3-C run</bold> Did not produce expected result.</span>  |  &nbsp;  |  &nbsp;  |  92.75701  |  &nbsp;  |  &nbsp;  |  100.00000  |  97.3621606493143  |  2388  |  &nbsp;  |  8680  |  base  |  100  |  132  |  132  |  132  |  2003-01-27_18:03:37  |  0:27:23  |  0:33:44  |  &nbsp;  |  2003-01-28_02:13:55  |  
  |  255  |  JTG-Security-5-B-1of2 <span class="Folder">JTG-Security-5-B-1of2_03-01-27_21</span>   |  Selfsigned jar files Mon Jan 27 21:40:58 Eastern Standard Time 2003  |  <span id="Successful"> <bold>Successful Security 5-B 1of2 run</bold> Could not detect self-signed bootstrap.jar.</span>  |  &nbsp;  |  &nbsp;  |  100.00000  |  &nbsp;  |  &nbsp;  |  100.00000  |  98.4521028037383  |  2388  |  &nbsp;  |  8680  |  base  |  100  |  132  |  132  |  132  |  2003-01-27_21:40:58  |  0:27:42  |  0:34:17  |  0:60:12  |  2003-01-28_03:48:42  |  
  |  256  |  JTG-Security-5-B-2of2 <span class="Folder">JTG-Security-5-B-2of2_03-01-27_23</span>   |  Selfsigned jar files Mon Jan 27 23:16:15 Eastern Standard Time 2003  |  <span id="Successful"> <bold>Successful Security 5-B 2of2 run</bold> Self-signed CnCcalc.jar</span>  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  aborted  |  100  |  0  |  0  |  0  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  0  |  
  |  257  |  JTG-Security-8-A-1of1 <span class="Folder">JTG-Security-8-A-1of1_03-01-28_01</span>   |  Message Without Signature Tue Jan 28 01:56:17 Eastern Standard Time 2003  |  <span id="Successful"> <bold>Successful Security 8-A run</bold></span>  |  &nbsp;  |  &nbsp;  |  69.12967  |  &nbsp;  |  &nbsp;  |  63.22114  |  45.1204055766793  |  2331  |  &nbsp;  |  8163  |  base  |  100  |  132  |  132  |  132  |  2003-01-28_01:56:17  |  0:30:39  |  0:75:36  |  &nbsp;  |  2003-01-28_11:02:21  |  
  |  258  |  JTG-Security-8-B-1of1 <span class="Folder">JTG-Security-8-B-1of1_03-01-28_06</span>   |  Message Without Signature Tue Jan 28 06:30:22 Eastern Standard Time 2003  |  <span id="Failed"> config file Security-UC8b-cryptoPolicy.1AD.xml did not get copied since its name was Security-UC8B-cryptoPolicy.1AD.xml</span>  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  aborted  |  55  |  0  |  0  |  0  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  0  |  
  |  259  |  JTG-Security-8-B-1of1 <span class="Folder">JTG-Security-8-B-1of1_03-01-28_11</span>   |  Message Without Signature Tue Jan 28 11:28:32 Eastern Standard Time 2003  |  <span id="Failed"> Script stuck in sync society. Hence CnCclac did not log.</span>  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  aborted  |  55  |  121  |  0  |  0  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  0  |  
  |  260  |  JTG-Security-8-B-1of1 <span class="Folder">JTG-Security-8-B-1of1_03-01-28_14</span>   |  Message Without Signature Tue Jan 28 14:02:24 Eastern Standard Time 2003  |  <span id="Successful"> <bold>Successful Security 8-B run</bold></span>  |  &nbsp;  |  &nbsp;  |  17.16641  |  &nbsp;  |  &nbsp;  |  99.84877  |  97.6937618147448  |  1379  |  &nbsp;  |  844  |  base  |  100  |  121  |  121  |  121  |  2003-01-28_06:30:22  |  0:24:39  |  &nbsp;  |  &nbsp;  |  2003-01-28_20:14:59  |  
  |  261  |  JTG-Security-3-A-1of1  |  Message Access Control Fri Jan 31 18:24:19 Eastern Standard Time 2003  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  aborted  |  55  |  0  |  0  |  0  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  0  |  
  |  262  |  JTG-Security-3-A-1of1 <span class="Folder">JTG-Security-3-A-1of1_03-01-31_18</span>   |  Message Access Control Fri Jan 31 18:27:09 Eastern Standard Time 2003  |  <span id="Successful"> Rerun for extra data points.</span>  |  &nbsp;  |  &nbsp;  |  93.45145  |  &nbsp;  |  &nbsp;  |  100.00000  |  99.9166608792277  |  2388  |  &nbsp;  |  8680  |  base  |  100  |  132  |  132  |  132  |  2003-01-23_16:43:51  |  0:24:57  |  0:31:47  |  &nbsp;  |  2003-02-01_02:31:42  |  
  |  263  |  JTG-Security-3-B-1of1 <span class="Folder">JTG-Security-3-B-1of1_03-01-31_21</span>   |  Message Access Control Fri Jan 31 21:59:48 Eastern Standard Time 2003  |  <span id="Successful"> Did not get expected result. Confirms Verb filter does not work.</span>  |  &nbsp;  |  &nbsp;  |  80.26025  |  &nbsp;  |  &nbsp;  |  100.00000  |  98.7627865604658  |  2186  |  &nbsp;  |  6787  |  base  |  100  |  132  |  132  |  132  |  2003-01-31_21:59:48  |  0:26:10  |  0:32:08  |  0:51:06  |  2003-02-01_03:57:34  |  
  |  264  |  JTG-Security-3-C-1of1 <span class="Folder">JTG-Security-3-C-1of1_03-01-31_23</span>   |  Threat Level Increase Fri Jan 31 23:24:19 Eastern Standard Time 2003  |  <span id="Successful"> Rerun since previous run did not give expected results. Confirms Verb filter does not work.</span>  |  &nbsp;  |  &nbsp;  |  93.60397  |  &nbsp;  |  &nbsp;  |  100.00000  |  99.9861327786445  |  2388  |  &nbsp;  |  8680  |  base  |  100  |  132  |  132  |  132  |  2003-01-27_18:03:37  |  0:27:23  |  0:33:44  |  &nbsp;  |  2003-02-01_07:33:14  |  
  |  265  |  JTG-Security-4-A-1of1 <span class="Folder">JTG-Security-4-A-1of1_03-02-01_03</span>   |  Message Access Control Sat Feb 01 03:03:19 Eastern Standard Time 2003  |  <span id="Successful"> Rerun since previous run did not give expected results. Confirms Verb filter does not work.</span>  |  &nbsp;  |  &nbsp;  |  80.25052  |  &nbsp;  |  &nbsp;  |  99.98787  |  98.0226445612616  |  2186  |  &nbsp;  |  6786  |  base  |  100  |  132  |  132  |  132  |  2003-01-24_20:16:01  |  0:28:42  |  0:34:01  |  0:50:40  |  2003-02-01_09:02:32  |  
  |  266  |  JTG-Security-4-B-1of1 <span class="Folder">JTG-Security-4-B-1of1_03-02-01_04</span>   |  Message Access Control Sat Feb 01 04:30:33 Eastern Standard Time 2003  |  <span id="Failed"> Rerun for extra data point did not give expected results.</span>  |  &nbsp;  |  &nbsp;  |  84.50156  |  &nbsp;  |  &nbsp;  |  100.00000  |  100  |  2388  |  &nbsp;  |  8680  |  base  |  100  |  132  |  132  |  132  |  2003-01-24_21:32:52  |  0:25:07  |  0:29:07  |  &nbsp;  |  2003-02-01_12:40:33  |  
  |  267  |  JTG-Security-4-B-1of1 <span class="Folder">JTG-Security-4-B-1of1_03-02-03_15</span>   |  Message Access Control Mon Feb 03 15:23:20 Eastern Standard Time 2003  |  <span id="Failed"> Rerun, aborted after seeing message failure IDMEF messages.</span>  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  base  |  0  |  132  |  0  |  0  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  &nbsp;  |  0  |  


-- [[Main.ManojSrivastava][Manoj]] - 7 Feb 2003
